,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
172,floral-flared-sleeve-chiffon-printed-dress,Floral Flared Sleeve Chiffon Printed Dress,Style Size,M,,,,,ZZ09767-M,,,Shop location,0,0,0,9,9
173,floral-flared-sleeve-chiffon-printed-dress,Floral Flared Sleeve Chiffon Printed Dress,Style Size,L,,,,,ZZ09767-L,,,Shop location,0,0,0,1,1
174,floral-flared-sleeve-chiffon-printed-dress,Floral Flared Sleeve Chiffon Printed Dress,Style Size,XL,,,,,ZZ09767-XL,,,Shop location,0,0,0,0,0
175,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,XS,,,,,ZZ09695-XS,,,Shop location,0,0,0,0,0
176,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,S,,,,,ZZ09695-S,,,Shop location,0,0,0,0,0
177,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,M,,,,,ZZ09695-M,,,Shop location,0,0,0,4,4
178,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,L,,,,,ZZ09695-L,,,Shop location,0,0,0,1,1
179,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,XL,,,,,ZZ09695-XL,,,Shop location,0,0,0,0,0
180,floral-printed-peplum-top-3,Floral Printed Peplum Top,Style Size,XXL,,,,,ZZ09695-XXL,,,Shop location,0,0,0,0,0
181,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,XS,,,,,ZZ09701-XS,,,Shop location,0,0,0,1,1
182,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,S,,,,,ZZ09701-S,,,Shop location,0,0,0,4,4
183,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,M,,,,,ZZ09701-M,,,Shop location,0,0,0,6,6
184,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,L,,,,,ZZ09701-L,,,Shop location,0,0,0,5,5
185,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,XL,,,,,ZZ09701-XL,,,Shop location,0,0,0,1,1
186,front-buttoned-short-sleeve-printed-dress,Front Buttoned Short Sleeve Printed Dress,Style Size,XXL,,,,,ZZ09701-XXL,,,Shop location,0,0,0,1,1
187,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,XS,,,,,ZZ09765-XS,,,Shop location,0,0,0,0,0
188,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,S,,,,,ZZ09765-S,,,Shop location,0,0,0,2,2
189,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,M,,,,,ZZ09765-M,,,Shop location,0,0,2,1,3
190,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,L,,,,,ZZ09765-L,,,Shop location,0,0,0,4,4
191,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,XL,,,,,ZZ09765-XL,,,Shop location,0,0,0,3,3
192,front-double-frilled-spaghetti-chiffon-maxi,Front Double Frilled Spaghetti Chiffon Maxi,Style Size,XXL,,,,,ZZ09765-XXL,,,Shop location,0,0,0,1,1
193,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,XS,,,,,ZZ09762-XS,,,Shop location,0,0,0,2,2
194,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,S,,,,,ZZ09762-S,,,Shop location,0,0,0,5,5
195,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,M,,,,,ZZ09762-M,,,Shop location,0,0,0,4,4
196,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,L,,,,,ZZ09762-L,,,Shop location,0,0,1,1,2
197,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,XL,,,,,ZZ09762-XL,,,Shop location,0,0,0,3,3
198,half-sleeve-bold-printed-shift-dress,Half Sleeve Bold Printed Shift Dress,Style Size,XXL,,,,,ZZ09762-XXL,,,Shop location,0,0,0,0,0
199,lace-trimmed-gathered-sleeve-dress,Lace Trimmed Gathered Sleeve Dress,Style Size,XS,,,,,ZZ09771-XS,,,Shop location,0,0,0,1,1
200,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,XS,,,,,ZZ09654-XS,,,Shop location,0,0,0,0,0
201,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,S,,,,,ZZ09654-S,,,Shop location,0,0,0,3,3
202,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,M,,,,,ZZ09654-M,,,Shop location,0,0,0,3,3
203,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,L,,,,,ZZ09654-L,,,Shop location,0,0,0,2,2
204,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,XL,,,,,ZZ09654-XL,,,Shop location,0,0,1,1,2
205,side-looped-skater-grey-dress,Side Looped Skater Grey Dress,Style Size,XXL,,,,,ZZ09654-XXL,,,Shop location,0,0,0,0,0
206,slanted-panel-skater-grey-dress,Slanted Panel Skater Grey Dress,Style Size,XS,,,,,ZZ09645-XS,,,Shop location,0,0,0,0,0
207,slanted-panel-skater-grey-dress,Slanted Panel Skater Grey Dress,Style Size,S,,,,,ZZ09645-S,,,Shop location,0,0,0,2,2
208,slanted-panel-skater-grey-dress,Slanted Panel Skater Grey Dress,Style Size,M,,,,,ZZ09645-M,,,Shop location,0,0,0,5,5
209,slanted-panel-skater-grey-dress,Slanted Panel Skater Grey Dress,Style Size,L,,,,,ZZ09645-L,,,Shop location,0,0,0,1,1
210,slanted-panel-skater-grey-dress,Slanted Panel Skater Grey Dress,Style Size,XL,,,,,ZZ09645-XL,,,Shop location,0,0,0,0,0
211,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,XS,,,,,ZZ09719-XS,,,Shop location,0,0,0,0,0
212,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,S,,,,,ZZ09719-S,,,Shop location,0,0,0,1,1
213,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,M,,,,,ZZ09719-M,,,Shop location,0,0,0,3,3
214,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,L,,,,,ZZ09719-L,,,Shop location,0,0,0,4,4
215,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,XL,,,,,ZZ09719-XL,,,Shop location,0,0,0,0,0
216,sleeveless-basic-solid-brown-chiffon-top,Sleeveless Basic Solid Brown Chiffon Top,Style Size,XXL,,,,,ZZ09719-XXL,,,Shop location,0,0,0,1,1
217,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,XS,,,,,ZZ09720-XS,,,Shop location,0,0,0,2,2
218,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,S,,,,,ZZ09720-S,,,Shop location,0,0,0,6,6
219,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,M,,,,,ZZ09720-M,,,Shop location,0,0,1,10,11
220,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,L,,,,,ZZ09720-L,,,Shop location,0,0,0,12,12
221,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,XL,,,,,ZZ09720-XL,,,Shop location,0,0,0,7,7
222,sleeveless-basic-solid-olive-chiffon-top,Sleeveless Basic Solid Olive Chiffon Top,Style Size,XXL,,,,,ZZ09720-XXL,,,Shop location,0,0,0,3,3
223,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,XS,,,,,ZZ09721-XS,,,Shop location,0,0,0,5,5
224,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,S,,,,,ZZ09721-S,,,Shop location,0,0,0,5,5
225,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,M,,,,,ZZ09721-M,,,Shop location,0,0,0,13,13
226,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,L,,,,,ZZ09721-L,,,Shop location,0,0,0,13,13
227,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,XL,,,,,ZZ09721-XL,,,Shop location,0,0,0,8,8
228,sleeveless-basic-solid-orange-chiffon-top,Sleeveless Basic Solid Orange Chiffon Top,Style Size,XXL,,,,,ZZ09721-XXL,,,Shop location,0,0,0,4,4
229,back-detailed-half-sleeve-chiffon-dress,Back Detailed Half Sleeve Chiffon Dress,Style Size,XS,,,,,ZZ09768-XS,,,Shop location,0,0,0,2,2
230,back-detailed-half-sleeve-chiffon-dress,Back Detailed Half Sleeve Chiffon Dress,Style Size,S,,,,,ZZ09768-S,,,Shop location,0,0,0,0,0
231,back-detailed-half-sleeve-chiffon-dress,Back Detailed Half Sleeve Chiffon Dress,Style Size,M,,,,,ZZ09768-M,,,Shop location,0,0,1,6,7
232,back-detailed-half-sleeve-chiffon-dress,Back Detailed Half Sleeve Chiffon Dress,Style Size,L,,,,,ZZ09768-L,,,Shop location,0,0,0,4,4
233,back-detailed-half-sleeve-chiffon-dress,Back Detailed Half Sleeve Chiffon Dress,Style Size,XL,,,,,ZZ09768-XL,,,Shop location,0,0,0,3,3
234,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,XS,,,,,ZZ09693-XS,,,Shop location,0,0,0,0,0
235,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,S,,,,,ZZ09693-S,,,Shop location,0,0,0,6,6
236,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,M,,,,,ZZ09693-M,,,Shop location,0,0,0,6,6
237,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,L,,,,,ZZ09693-L,,,Shop location,0,0,0,5,5
238,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,XL,,,,,ZZ09693-XL,,,Shop location,0,0,0,5,5
239,casual-oversized-mint-printed-shirt,Casual Oversized Mint Printed Shirt,Style Size,XXL,,,,,ZZ09693-XXL,,,Shop location,0,0,0,2,2
240,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,XS,,,,,ZZ09694-XS,,,Shop location,0,0,0,0,0
241,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,S,,,,,ZZ09694-S,,,Shop location,0,0,0,1,1
242,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,M,,,,,ZZ09694-M,,,Shop location,0,0,0,0,0
243,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,L,,,,,ZZ09694-L,,,Shop location,0,0,0,5,5
244,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,XL,,,,,ZZ09694-XL,,,Shop location,0,0,0,5,5
245,casual-oversized-white-printed-shirt,Casual Oversized White Printed Shirt,Style Size,XXL,,,,,ZZ09694-XXL,,,Shop location,0,0,0,1,1
246,chiffon-printed-draped-maxi-dress,Chiffon Printed Draped Maxi Dress,Style Size,XS,,,,,ZZ09763-XS,,,Shop location,0,0,0,1,1
247,chiffon-printed-draped-maxi-dress,Chiffon Printed Draped Maxi Dress,Style Size,S,,,,,ZZ09763-S,,,Shop location,0,0,0,2,2
248,chiffon-printed-draped-maxi-dress,Chiffon Printed Draped Maxi Dress,Style Size,M,,,,,ZZ09763-M,,,Shop location,0,0,0,3,3
249,chiffon-printed-draped-maxi-dress,Chiffon Printed Draped Maxi Dress,Style Size,L,,,,,ZZ09763-L,,,Shop location,0,0,0,4,4
250,neck-pleated-bodycon-grey-dress,Neck Pleated Bodycon Grey Dress,Style Size,L,,,,,ZZ09647-L,,,Shop location,0,0,0,5,5
251,neck-pleated-bodycon-grey-dress,Neck Pleated Bodycon Grey Dress,Style Size,XL,,,,,ZZ09647-XL,,,Shop location,0,0,0,2,2
252,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,XS,,,,,ZZ09676-XS,,,Shop location,0,0,0,1,1
253,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,S,,,,,ZZ09676-S,,,Shop location,0,0,0,3,3
254,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,M,,,,,ZZ09676-M,,,Shop location,0,0,0,7,7
255,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,L,,,,,ZZ09676-L,,,Shop location,0,0,0,7,7
256,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,XL,,,,,ZZ09676-XL,,,Shop location,0,0,1,1,2
257,neck-scalloped-half-sleeve-blue-top,Neck Scalloped Half Sleeve Blue Top,Style Size,XXL,,,,,ZZ09676-XXL,,,Shop location,0,0,0,3,3
258,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,XS,,,,,ZZ09677-XS,,,Shop location,0,0,0,1,1
259,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,S,,,,,ZZ09677-S,,,Shop location,0,0,0,5,5
260,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,M,,,,,ZZ09677-M,,,Shop location,0,0,0,7,7
261,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,L,,,,,ZZ09677-L,,,Shop location,0,0,0,6,6
262,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,XL,,,,,ZZ09677-XL,,,Shop location,0,0,1,1,2
263,neck-scalloped-half-sleeve-mustard-top,Neck Scalloped Half Sleeve Mustard Top,Style Size,XXL,,,,,ZZ09677-XXL,,,Shop location,0,0,0,2,2
264,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,XS,,,,,ZZ09675-XS,,,Shop location,0,0,0,4,4
265,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,S,,,,,ZZ09675-S,,,Shop location,0,0,0,5,5
266,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,M,,,,,ZZ09675-M,,,Shop location,0,0,0,9,9
267,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,L,,,,,ZZ09675-L,,,Shop location,0,0,0,7,7
268,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,XL,,,,,ZZ09675-XL,,,Shop location,0,0,0,4,4
269,neck-scalloped-half-sleeve-red-top,Neck Scalloped Half Sleeve Red Top,Style Size,XXL,,,,,ZZ09675-XXL,,,Shop location,0,0,0,3,3
270,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,XS,,,,,ZZ09674-XS,,,Shop location,0,0,0,1,1
271,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,S,,,,,ZZ09674-S,,,Shop location,0,0,0,5,5
272,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,M,,,,,ZZ09674-M,,,Shop location,0,0,0,5,5
273,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,L,,,,,ZZ09674-L,,,Shop location,0,0,0,0,0
274,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,XL,,,,,ZZ09674-XL,,,Shop location,0,0,0,3,3
275,neck-scalloped-half-sleeve-top-pink,Neck Scalloped Half Sleeve Top-Pink,Style Size,XXL,,,,,ZZ09674-XXL,,,Shop location,0,0,0,1,1
276,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,XS,,,,,ZZ09716-XS,,,Shop location,0,0,0,3,3
277,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,S,,,,,ZZ09716-S,,,Shop location,0,0,0,2,2
278,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,M,,,,,ZZ09716-M,,,Shop location,0,0,0,7,7
279,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,L,,,,,ZZ09716-L,,,Shop location,0,0,0,8,8
280,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,XL,,,,,ZZ09716-XL,,,Shop location,0,0,0,5,5
281,peterpan-collar-sleeve-elasticated-brown-top,Peterpan Collar Sleeve Elasticated Brown Top,Style Size,XXL,,,,,ZZ09716-XXL,,,Shop location,0,0,0,3,3
282,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,XS,,,,,ZZ09717-XS,,,Shop location,0,0,0,2,2
283,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,S,,,,,ZZ09717-S,,,Shop location,0,0,0,4,4
284,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,M,,,,,ZZ09717-M,,,Shop location,0,0,0,5,5
285,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,L,,,,,ZZ09717-L,,,Shop location,0,0,0,0,0
286,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,XL,,,,,ZZ09717-XL,,,Shop location,0,0,0,0,0
287,peterpan-collar-sleeve-elasticated-pink-top,Peterpan Collar Sleeve Elasticated Pink Top,Style Size,XXL,,,,,ZZ09717-XXL,,,Shop location,0,0,0,2,2
288,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,XS,,,,,ZZ09715-XS,,,Shop location,0,0,0,1,1
289,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,S,,,,,ZZ09715-S,,,Shop location,0,0,0,8,8
290,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,M,,,,,ZZ09715-M,,,Shop location,0,0,0,10,10
291,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,L,,,,,ZZ09715-L,,,Shop location,0,0,0,14,14
292,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,XL,,,,,ZZ09715-XL,,,Shop location,0,0,0,9,9
293,peterpan-collar-sleeve-elasticated-hot-pink-top,Peterpan Collar Sleeve Elasticated Hot Pink Top,Style Size,XXL,,,,,ZZ09715-XXL,,,Shop location,0,0,0,5,5
294,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,XS,,,,,ZZ09655-XS,,,Shop location,0,0,0,0,0
295,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,S,,,,,ZZ09655-S,,,Shop location,0,0,0,1,1
296,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,M,,,,,ZZ09655-M,,,Shop location,0,0,0,1,1
297,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,L,,,,,ZZ09655-L,,,Shop location,0,0,0,0,0
298,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,XL,,,,,ZZ09655-XL,,,Shop location,0,0,0,4,4
299,side-looped-skater-black-dress,Side Looped Skater Black Dress,Style Size,XXL,,,,,ZZ09655-XXL,,,Shop location,0,0,0,2,2
300,mid-waist-flare-leg-jeans,Mid Waist Flare Leg Jeans,Style Size,34,,,,,ZZ09575-34,,,Shop location,0,0,0,14,14
301,mid-waist-flare-leg-jeans,Mid Waist Flare Leg Jeans,Style Size,36,,,,,ZZ09575-36,,,Shop location,0,0,0,3,3
302,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,26,,,,,ZZ09574-26,,,Shop location,0,0,0,0,0
303,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,28,,,,,ZZ09574-28,,,Shop location,0,0,0,4,4
304,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,30,,,,,ZZ09574-30,,,Shop location,0,0,0,0,0
305,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,32,,,,,ZZ09574-32,,,Shop location,0,0,0,0,0
306,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,34,,,,,ZZ09574-34,,,Shop location,0,0,0,0,0
307,midi-length-front-buttoned-denim-skirt,Midi Length Front Buttoned Denim Skirt,Style Size,36,,,,,ZZ09574-36,,,Shop location,0,0,0,0,0
308,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,XS,,,,,ZZ09638-XS,,,Shop location,0,0,0,0,0
309,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,S,,,,,ZZ09638-S,,,Shop location,0,0,0,1,1
310,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,M,,,,,ZZ09638-M,,,Shop location,0,0,0,4,4
311,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,L,,,,,ZZ09638-L,,,Shop location,0,0,0,3,3
312,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,XL,,,,,ZZ09638-XL,,,Shop location,0,0,0,2,2
313,shank-attached-grey-mini-dress,Shank Attached Grey Mini Dress,Style Size,XXL,,,,,ZZ09638-XXL,,,Shop location,0,0,0,0,0
314,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,XS,,,,,ZZ09636-XS,,,Shop location,0,0,0,0,0
315,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,S,,,,,ZZ09636-S,,,Shop location,0,0,0,1,1
316,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,M,,,,,ZZ09636-M,,,Shop location,0,0,0,3,3
317,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,L,,,,,ZZ09636-L,,,Shop location,0,0,0,2,2
318,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,XL,,,,,ZZ09636-XL,,,Shop location,0,0,0,1,1
319,black-shank-attached-black-mini-dress,Shank Attached Black Mini Dress,Style Size,XXL,,,,,ZZ09636-XXL,,,Shop location,0,0,0,1,1
320,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,XS,,,,,ZZ09714-XS,,,Shop location,0,0,0,3,3
321,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,S,,,,,ZZ09714-S,,,Shop location,0,0,1,2,3
322,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,M,,,,,ZZ09714-M,,,Shop location,0,0,0,0,0
323,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,L,,,,,ZZ09714-L,,,Shop location,0,0,0,0,0
324,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,XL,,,,,ZZ09714-XL,,,Shop location,0,0,0,0,0
325,neck-and-sleeve-frilled-brown-top,Neck And Sleeve Frilled Brown Top,Style Size,XXL,,,,,ZZ09714-XXL,,,Shop location,0,0,0,1,1
326,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,XS,,,,,ZZ09713-XS,,,Shop location,0,0,0,4,4
327,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,S,,,,,ZZ09713-S,,,Shop location,0,0,0,6,6
328,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,M,,,,,ZZ09713-M,,,Shop location,0,0,0,10,10
329,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,L,,,,,ZZ09713-L,,,Shop location,0,0,0,9,9
330,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,XL,,,,,ZZ09713-XL,,,Shop location,0,0,1,4,5
331,neck-and-sleeve-frilled-red-top,Neck And Sleeve Frilled Red Top,Style Size,XXL,,,,,ZZ09713-XXL,,,Shop location,0,0,0,0,0
332,neck-pleated-bodycon-beige-dress,Neck Pleated Bodycon Beige Dress,Style Size,XS,,,,,ZZ09651-XS,,,Shop location,0,0,0,1,1
333,neck-pleated-bodycon-beige-dress,Neck Pleated Bodycon Beige Dress,Style Size,S,,,,,ZZ09651-S,,,Shop location,0,0,0,4,4
334,neck-pleated-bodycon-beige-dress,Neck Pleated Bodycon Beige Dress,Style Size,M,,,,,ZZ09651-M,,,Shop location,0,0,0,5,5
335,neck-pleated-bodycon-beige-dress,Neck Pleated Bodycon Beige Dress,Style Size,L,,,,,ZZ09651-L,,,Shop location,0,0,0,3,3
336,neck-pleated-bodycon-beige-dress,Neck Pleated Bodycon Beige Dress,Style Size,XL,,,,,ZZ09651-XL,,,Shop location,0,0,0,0,0
337,neck-pleated-bodycon-black-dress,Neck Pleated Bodycon Black Dress,Style Size,XS,,,,,ZZ09648-XS,,,Shop location,0,0,0,0,0
338,neck-pleated-bodycon-black-dress,Neck Pleated Bodycon Black Dress,Style Size,S,,,,,ZZ09648-S,,,Shop location,0,0,0,3,3
339,neck-pleated-bodycon-black-dress,Neck Pleated Bodycon Black Dress,Style Size,M,,,,,ZZ09648-M,,,Shop location,0,0,0,5,5
340,neck-pleated-bodycon-black-dress,Neck Pleated Bodycon Black Dress,Style Size,L,,,,,ZZ09648-L,,,Shop location,0,0,0,4,4
341,neck-pleated-bodycon-black-dress,Neck Pleated Bodycon Black Dress,Style Size,XL,,,,,ZZ09648-XL,,,Shop location,0,0,0,1,1
342,neck-pleated-bodycon-blue-dress,Neck Pleated Bodycon Blue Dress,Style Size,XS,,,,,ZZ09649-XS,,,Shop location,0,0,0,2,2
343,neck-pleated-bodycon-blue-dress,Neck Pleated Bodycon Blue Dress,Style Size,S,,,,,ZZ09649-S,,,Shop location,0,0,0,5,5
344,neck-pleated-bodycon-blue-dress,Neck Pleated Bodycon Blue Dress,Style Size,M,,,,,ZZ09649-M,,,Shop location,0,0,0,6,6
345,neck-pleated-bodycon-blue-dress,Neck Pleated Bodycon Blue Dress,Style Size,L,,,,,ZZ09649-L,,,Shop location,0,0,0,3,3
346,neck-pleated-bodycon-blue-dress,Neck Pleated Bodycon Blue Dress,Style Size,XL,,,,,ZZ09649-XL,,,Shop location,0,0,0,1,1
347,neck-pleated-bodycon-grey-dress,Neck Pleated Bodycon Grey Dress,Style Size,XS,,,,,ZZ09647-XS,,,Shop location,0,0,0,2,2
